date,close,high,low,open,volume
2025-06-11,56.47999954223633,73.94999694824219,51.04999923706055,69.75,23157100.0
2025-06-12,49.5,63.880001068115234,47.75,60.5,9609400.0
2025-06-13,54.369998931884766,56.38600158691406,47.5,49.459999084472656,3684000.0
2025-06-16,54.59999847412109,56.68000030517578,50.25,54.150001525878906,3487900.0
2025-06-17,49.52000045776367,55.45000076293945,49.119998931884766,55.34999847412109,2859500.0
2025-06-18,50.0099983215332,51.58000183105469,49.0,51.470001220703125,1205000.0
2025-06-20,44.70000076293945,50.5,43.119998931884766,50.43999862670898,2368100.0
2025-06-23,43.040000915527344,47.56999969482422,42.255001068115234,45.0,1534600.0
2025-06-24,43.93999862670898,45.43999862670898,42.4900016784668,44.0,932300.0
2025-06-25,43.52999877929688,44.625,42.619998931884766,44.5,747700.0
2025-06-26,48.95000076293945,51.0,43.0,44.0,2638800.0
2025-06-27,41.970001220703125,49.869998931884766,41.415000915527344,49.27999877929688,2991500.0
2025-06-30,39.25,43.130001068115234,39.2400016784668,42.810001373291016,1735300.0
2025-07-01,40.130001068115234,41.040000915527344,37.63999938964844,38.75,1629800.0
2025-07-02,40.0,41.470001220703125,39.34000015258789,39.91999816894531,1148500.0
2025-07-03,42.34999847412109,43.650001525878906,38.79999923706055,40.0,1074300.0
2025-07-07,39.0,41.744998931884766,38.9900016784668,41.18000030517578,1592200.0
2025-07-08,42.13999938964844,43.52000045776367,39.20000076293945,39.40999984741211,1722200.0
2025-07-09,41.34999847412109,43.0,40.41999816894531,42.369998931884766,825100.0
2025-07-10,42.33000183105469,43.79999923706055,40.93000030517578,41.6349983215332,1239100.0
2025-07-11,41.81999969482422,44.220001220703125,41.71699905395508,42.08000183105469,857700.0
2025-07-14,40.02999877929688,42.21500015258789,39.5989990234375,41.75,868700.0
2025-07-15,40.54999923706055,41.40999984741211,40.0,40.130001068115234,642000.0
2025-07-16,42.720001220703125,43.6609992980957,39.900001525878906,40.59999847412109,950100.0
2025-07-17,46.36000061035156,46.38999938964844,42.95000076293945,43.150001525878906,1470000.0
2025-07-18,44.04999923706055,46.86000061035156,42.5,46.56999969482422,1078900.0
2025-07-21,43.380001068115234,44.34000015258789,42.5,43.810001373291016,763100.0
2025-07-22,43.630001068115234,44.29999923706055,41.5,43.470001220703125,1098200.0
2025-07-23,42.83000183105469,44.04499816894531,41.5,43.58000183105469,698800.0
2025-07-24,42.72999954223633,43.9900016784668,41.59999847412109,42.459999084472656,494400.0
2025-07-25,42.31999969482422,43.29999923706055,41.70000076293945,42.68999862670898,424500.0
2025-07-28,40.810001373291016,42.72700119018555,40.0,42.560001373291016,721300.0
2025-07-29,38.81999969482422,40.9900016784668,38.22999954223633,40.7599983215332,1211900.0
2025-07-30,40.97999954223633,40.97999954223633,38.619998931884766,39.09999847412109,683000.0
2025-07-31,40.02000045776367,40.64699935913086,39.22999954223633,40.20000076293945,359600.0
2025-08-01,39.18999862670898,40.45000076293945,37.51300048828125,39.91999816894531,555800.0
2025-08-04,40.09000015258789,40.40999984741211,38.34000015258789,39.41999816894531,736700.0
2025-08-05,34.15999984741211,39.290000915527344,32.349998474121094,39.130001068115234,3035600.0
2025-08-06,35.40999984741211,36.630001068115234,34.209999084472656,34.79999923706055,1503000.0
2025-08-07,34.9900016784668,36.7400016784668,33.79999923706055,35.36000061035156,954700.0
2025-08-08,30.799999237060547,35.47999954223633,30.31999969482422,34.7400016784668,2113000.0
2025-08-11,29.40999984741211,31.0,28.65999984741211,31.0,1663200.0
2025-08-12,29.88999938964844,30.18000030517578,29.020000457763672,29.39999961853028,865600.0
2025-08-13,31.09000015258789,31.40999984741211,29.459999084472656,29.89999961853028,709500.0
2025-08-14,30.600000381469727,31.21999931335449,30.209999084472656,30.56999969482422,566700.0
2025-08-15,29.290000915527344,30.43099975585937,28.88999938964844,30.13999938964844,544500.0
2025-08-18,33.18000030517578,33.97999954223633,29.3700008392334,29.3700008392334,1580500.0
2025-08-19,29.799999237060547,33.12699890136719,29.606000900268555,32.75,944700.0
2025-08-20,30.190000534057617,30.190000534057617,28.38999938964844,29.809999465942383,655500.0
2025-08-21,30.59000015258789,30.73500061035156,29.670000076293945,29.959999084472656,504200.0
2025-08-22,30.770000457763672,31.780000686645508,30.190000534057617,30.56999969482422,726700.0
2025-08-25,30.229999542236328,30.64999961853028,29.670000076293945,30.40999984741211,604500.0
2025-08-26,31.43000030517578,31.700000762939453,30.290000915527344,30.32999992370605,462700.0
2025-08-27,31.959999084472656,33.09000015258789,31.25,31.51000022888184,840800.0
2025-08-28,31.040000915527344,32.5,31.0,32.439998626708984,494700.0
2025-08-29,30.690000534057617,31.655000686645508,30.583999633789062,31.239999771118164,472500.0
2025-09-02,30.09000015258789,30.42399978637696,29.39999961853028,30.15999984741211,552400.0
2025-09-03,28.700000762939453,30.450000762939453,28.350000381469727,30.200000762939453,710400.0
2025-09-04,27.63999938964844,28.64999961853028,26.100000381469727,28.57999992370605,1522800.0
2025-09-05,29.420000076293945,29.450000762939453,27.4950008392334,27.76000022888184,804000.0
2025-09-08,29.420000076293945,30.229999542236328,28.64999961853028,29.36000061035156,693100.0
2025-09-09,28.600000381469727,29.4950008392334,28.100000381469727,29.31999969482422,518500.0
2025-09-10,28.3799991607666,29.690000534057617,28.15900039672852,28.989999771118164,479500.0
2025-09-11,30.0,30.13500022888184,28.61000061035156,28.61000061035156,819600.0
2025-09-12,29.600000381469727,30.32999992370605,29.440000534057617,30.26000022888184,409200.0
2025-09-15,30.299999237060547,30.65999984741211,29.33799934387207,30.100000381469727,625700.0
